# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = LinTwoCptModel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel.data.R
# init = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel.init.R
# random
#   seed = 334584
# output
#   file = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel/LinTwoCptModel3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,CL,Q,V1,V2,ka,sigma,K.1.1,K.2.1,K.3.1,K.1.2,K.2.2,K.3.2,K.1.3,K.2.3,K.3.3,k10,k12,k21,cHat.1,cHat.2,cHat.3,cHat.4,cHat.5,cHat.6,cHat.7,cHat.8,cHat.9,cHat.10,cHat.11,cHat.12,cHat.13,cHat.14,cHat.15,cHat.16,cHat.17,cHatObs.1,cHatObs.2,cHatObs.3,cHatObs.4,cHatObs.5,cHatObs.6,cHatObs.7,cHatObs.8,cHatObs.9,cHatObs.10,cHatObs.11,cHatObs.12,cHatObs.13,cHatObs.14,cHatObs.15,cHatObs.16,x.1.1,x.2.1,x.3.1,x.4.1,x.5.1,x.6.1,x.7.1,x.8.1,x.9.1,x.10.1,x.11.1,x.12.1,x.13.1,x.14.1,x.15.1,x.16.1,x.17.1,x.1.2,x.2.2,x.3.2,x.4.2,x.5.2,x.6.2,x.7.2,x.8.2,x.9.2,x.10.2,x.11.2,x.12.2,x.13.2,x.14.2,x.15.2,x.16.2,x.17.2,x.1.3,x.2.3,x.3.3,x.4.3,x.5.3,x.6.3,x.7.3,x.8.3,x.9.3,x.10.3,x.11.3,x.12.3,x.13.3,x.14.3,x.15.3,x.16.3,x.17.3,cObsPred.1,cObsPred.2,cObsPred.3,cObsPred.4,cObsPred.5,cObsPred.6,cObsPred.7,cObsPred.8,cObsPred.9,cObsPred.10,cObsPred.11,cObsPred.12,cObsPred.13,cObsPred.14,cObsPred.15,cObsPred.16
12.7745,0.950484,0.210059,3,15,0,-11.1516,4.31879,3.68333,25.1779,46.2044,0.962987,0.0830811,-0.962987,0.962987,0,0,-0.317823,0.146292,0,0.079718,-0.079718,0.171531,0.146292,0.079718,0,69.7583,89.707,102.801,110.726,114.787,115.994,115.124,82.0718,52.3025,35.1817,25.8797,20.671,17.5373,15.4628,13.9452,12.7361,69.7583,89.707,102.801,110.726,114.787,115.994,115.124,82.0718,52.3025,35.1817,25.8797,20.671,17.5373,15.4628,13.9452,12.7361,5000,3089.3,2428.32,1908.76,1500.36,1179.34,927.012,728.669,106.192,15.4757,2.25534,0.328679,0.0478997,0.00698061,0.00101731,0.000148257,2.1606e-05,0,1756.36,2258.63,2588.31,2787.84,2890.09,2920.47,2898.56,2066.39,1316.87,885.8,651.595,520.45,441.551,389.32,351.11,320.668,0,70.505,142.433,227.849,321.042,417.767,514.913,610.241,1199.44,1469.49,1543.39,1519.82,1452.25,1367.21,1277.47,1188.96,1104.34,82.7504,88.5952,104.774,106.797,119.067,125.952,121.85,81.9557,59.1458,37.3716,23.38,21.0398,16.1702,17.2955,13.6209,11.9495
12.6175,0.865676,0.210059,4,15,0,-7.98374,4.71199,5.13079,20.344,37.0447,0.83167,0.145685,-0.83167,0.83167,0,0,-0.483817,0.252201,0,0.138503,-0.138503,0.231615,0.252201,0.138503,0,73.7672,94.2225,107.157,114.457,117.59,117.697,115.655,76.2285,47.1423,33.0292,26.127,22.1581,19.3896,17.1808,15.296,13.6419,73.7672,94.2225,107.157,114.457,117.59,117.697,115.655,76.2285,47.1423,33.0292,26.127,22.1581,19.3896,17.1808,15.296,13.6419,5000,3298.95,2679.65,2176.61,1768,1436.1,1166.51,947.525,179.561,34.0276,6.4484,1.222,0.231576,0.0438847,0.00831637,0.00157599,0.000298659,0,1500.72,1916.87,2180.01,2328.52,2392.26,2394.43,2352.89,1550.79,959.063,671.948,531.529,450.785,394.463,349.527,311.183,277.532,0,103.216,206.579,327.222,456.32,587.45,716.043,838.952,1495.9,1666.73,1611.97,1482.34,1337.95,1199.29,1072.25,957.781,855.238,74.2279,83.4162,105.305,109.427,107.426,133.663,172.141,88.0018,57.6629,33.7722,29.1106,21.1381,23.8733,14.4488,23.3413,15.3271
10.6173,0.931531,0.210059,4,31,0,-7.90942,4.02393,5.84974,18.9337,56.9454,0.807798,0.111697,-0.807798,0.807798,0,0,-0.521488,0.30896,0,0.102725,-0.102725,0.212528,0.30896,0.102725,0,76.6798,97.7061,110.819,118.014,120.848,120.526,117.981,74.8258,44.5903,30.8939,24.8747,21.8044,19.8215,18.2664,16.9146,15.6889,76.6798,97.7061,110.819,118.014,120.848,120.526,117.981,74.8258,44.5903,30.8939,24.8747,21.8044,19.8215,18.2664,16.9146,15.6889,5000,3338.56,2728.06,2229.19,1821.55,1488.46,1216.27,993.861,197.552,39.2678,7.80535,1.55149,0.308392,0.0612999,0.0121847,0.00242198,0.000481422,0,1451.83,1849.93,2098.21,2234.44,2288.09,2282.01,2233.81,1416.73,844.258,584.935,470.969,412.838,375.293,345.85,320.256,297.048,0,123.274,247.196,392.326,548.207,707.198,863.834,1014.33,1845.61,2110.11,2104.84,2003.72,1876.39,1747.11,1623.52,1507.66,1399.75,97.4379,115.975,113.663,157.505,111.747,133.667,102.701,76.0832,42.5372,32.1825,24.8624,21.6803,18.8798,17.527,16.5162,14.3883
10.3448,1,0.210059,4,15,0,-7.09014,4.98752,4.31299,17.3491,27.9607,0.704752,0.124278,-0.704752,0.704752,0,0,-0.53608,0.2486,0,0.154252,-0.154252,0.28748,0.2486,0.154252,0,74.6192,96.1016,110.151,118.522,122.605,123.5,122.068,82.6026,50.5399,34.1923,25.9871,21.252,17.9959,15.4587,13.3523,11.5561,74.6192,96.1016,110.151,118.522,122.605,123.5,122.068,82.6026,50.5399,34.1923,25.9871,21.252,17.9959,15.4587,13.3523,11.5561,5000,3515.08,2947.25,2471.15,2071.96,1737.26,1456.62,1221.32,298.325,72.8701,17.7996,4.34779,1.06201,0.259411,0.0633648,0.0154778,0.00378066,0,1294.57,1667.27,1911.03,2056.26,2127.09,2142.61,2117.77,1433.08,876.822,593.206,450.852,368.703,312.212,268.195,231.65,200.489,0,86.9998,174.813,277.898,388.785,501.94,613.35,720.187,1291.95,1425.33,1351.12,1211.06,1062.67,925.021,802.817,696.008,603.178,75.4108,110.041,115.874,108.983,141.626,93.1271,94.9577,101.564,44.4123,36.7582,24.2672,16.7804,18.7258,13.1253,14.8156,10.6585
13.8819,0.891349,0.210059,4,15,0,-8.76835,3.52992,5.20011,19.3971,78.4334,0.710445,0.0788241,-0.710445,0.710445,0,0,-0.450068,0.268087,0,0.0662996,-0.0662996,0.181981,0.268087,0.0662996,0,68.61,89.1928,103.158,111.957,116.763,118.521,117.986,82.4174,49.4034,31.8505,23.6035,19.708,17.6695,16.3994,15.4521,14.6508,68.61,89.1928,103.158,111.957,116.763,118.521,117.986,82.4174,49.4034,31.8505,23.6035,19.708,17.6695,16.3994,15.4521,14.6508,5000,3505.09,2934.7,2457.13,2057.27,1722.49,1442.19,1207.5,291.609,70.4234,17.0072,4.10722,0.991891,0.239541,0.057849,0.0139705,0.00337386,0,1330.84,1730.08,2000.96,2171.64,2264.87,2298.97,2288.58,1598.66,958.283,617.807,457.84,382.279,342.738,318.102,299.727,284.184,0,97.2759,198.242,319.635,453.558,593.931,736.132,876.707,1760.27,2166.42,2280.95,2261.77,2189.18,2098.2,2003.04,1909.15,1818.5,63.2572,89.2114,104.181,108.277,113.941,129.94,116.182,82.7914,48.8479,31.8593,25.1751,18.205,16.9348,14.7193,16.6125,14.033
12.4558,0.830048,0.210059,3,15,0,-7.79188,3.59419,4.8098,20.1636,71.9027,0.79602,0.0579352,-0.79602,0.79602,0,0,-0.41679,0.238539,0,0.0668932,-0.0668932,0.178251,0.238539,0.0668932,0,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,5000,3358.28,2752.26,2255.6,1848.57,1514.99,1241.6,1017.55,207.082,42.1431,8.57655,1.74541,0.355209,0.0722886,0.0147114,0.00299392,0.000609294,0,1472.83,1903.9,2190.39,2365.54,2455.85,2482.32,2461.56,1686.78,1008.11,651.74,482.662,400.898,357.045,329.39,308.828,291.605,0,96.1803,195.275,313.75,443.755,579.33,716.013,850.522,1682.94,2056.98,2158.68,2136.12,2063.43,1973.17,1878.82,1785.77,1696.04,76.2586,93.2012,111.988,115.889,131.162,122.304,113.798,84.7473,52.9666,32.0981,26.1703,19.8022,17.6323,15.4212,14.1546,16.8779
12.4558,0.128024,0.210059,3,7,0,-8.97961,3.59419,4.8098,20.1636,71.9027,0.79602,0.0579352,-0.79602,0.79602,0,0,-0.41679,0.238539,0,0.0668932,-0.0668932,0.178251,0.238539,0.0668932,0,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,5000,3358.28,2752.26,2255.6,1848.57,1514.99,1241.6,1017.55,207.082,42.1431,8.57655,1.74541,0.355209,0.0722886,0.0147114,0.00299392,0.000609294,0,1472.83,1903.9,2190.39,2365.54,2455.85,2482.32,2461.56,1686.78,1008.11,651.74,482.662,400.898,357.045,329.39,308.828,291.605,0,96.1803,195.275,313.75,443.755,579.33,716.013,850.522,1682.94,2056.98,2158.68,2136.12,2063.43,1973.17,1878.82,1785.77,1696.04,73.0678,102.535,97.2934,115.296,126.478,122.527,130.073,89.8778,54.6357,33.5037,23.2776,19.5493,17.0848,16.0711,15.3974,14.9267
12.4558,0.166668,0.210059,2,5,0,-4.23023,3.59419,4.8098,20.1636,71.9027,0.79602,0.0579352,-0.79602,0.79602,0,0,-0.41679,0.238539,0,0.0668932,-0.0668932,0.178251,0.238539,0.0668932,0,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,73.0437,94.4225,108.631,117.317,121.796,123.109,122.079,83.6544,49.9966,32.3225,23.9372,19.8822,17.7074,16.3359,15.3161,14.4619,5000,3358.28,2752.26,2255.6,1848.57,1514.99,1241.6,1017.55,207.082,42.1431,8.57655,1.74541,0.355209,0.0722886,0.0147114,0.00299392,0.000609294,0,1472.83,1903.9,2190.39,2365.54,2455.85,2482.32,2461.56,1686.78,1008.11,651.74,482.662,400.898,357.045,329.39,308.828,291.605,0,96.1803,195.275,313.75,443.755,579.33,716.013,850.522,1682.94,2056.98,2158.68,2136.12,2063.43,1973.17,1878.82,1785.77,1696.04,69.9272,85.5845,118.379,115.919,121.806,119.543,120.826,81.4118,51.3645,29.9934,23.2091,21.7004,16.838,16.1226,14.1783,15.4017
13.7342,0.143161,0.210059,4,15,0,-9.35158,3.4785,4.73329,20.2531,82.8354,0.72943,0.0852097,-0.72943,0.72943,0,0,-0.405458,0.233707,0,0.0571409,-0.0571409,0.171751,0.233707,0.0571409,0,67.9126,88.5889,102.817,111.983,117.21,119.403,119.291,85.5131,51.7976,32.8909,23.5751,19.052,16.7195,15.3557,14.4201,13.6805,67.9126,88.5889,102.817,111.983,117.21,119.403,119.291,85.5131,51.7976,32.8909,23.5751,19.052,16.7195,15.3557,14.4201,13.6805,5000,3471.97,2893.21,2410.92,2009.03,1674.13,1395.06,1162.51,270.285,62.8415,14.6107,3.39702,0.789812,0.183632,0.0426948,0.00992659,0.00230795,0,1375.44,1794.2,2082.37,2268.01,2373.86,2418.27,2416.02,1731.91,1049.06,666.144,477.469,385.863,338.622,311,292.053,277.072,0,87.5792,179.012,289.494,412.023,541.165,672.75,803.624,1651.06,2072.61,2216.52,2223.91,2171.67,2095.9,2012.45,1928.01,1845.33,74.2845,95.0287,107.393,107.475,115.207,116.366,123.496,81.8231,51.322,36.1523,23.6409,19.3095,18.0988,14.4056,17.1914,14.4927
14.5623,1,0.210059,2,3,0,-13.7466,3.49363,4.76202,20.0742,81.0613,0.751759,0.0838603,-0.751759,0.751759,0,0,-0.411257,0.237221,0,0.0587459,-0.0587459,0.174036,0.237221,0.0587459,0,70.1306,91.1777,105.478,114.517,119.492,121.364,120.899,85.018,50.9873,32.3961,23.3995,19.0717,16.8337,15.5051,14.5743,13.8251,70.1306,91.1777,105.478,114.517,119.492,121.364,120.899,85.018,50.9873,32.3961,23.3995,19.0717,16.8337,15.5051,14.5743,13.8251,5000,3433.42,2845.16,2357.68,1953.73,1618.98,1341.59,1111.73,247.19,54.9617,12.2205,2.71719,0.604158,0.134332,0.0298683,0.00664111,0.00147663,0,1407.81,1830.32,2117.38,2298.84,2398.71,2436.27,2426.95,1706.67,1023.53,650.326,469.727,382.848,337.923,311.252,292.567,277.528,0,91.179,185.946,300.045,426.134,558.554,693.001,826.248,1676.29,2086.14,2218.26,2217.3,2159.68,2080.4,1994.54,1908.31,1824.21,70.7652,85.2871,100.848,115.717,110.694,113.382,121.22,95.6798,49.3907,37.9747,23.7073,22.9891,18.2641,16.4134,15.3925,15.385
14.5198,0.813355,0.210059,4,15,0,-11.2926,3.8458,4.5774,18.0233,63.4588,0.711854,0.0992198,-0.711854,0.711854,0,0,-0.467351,0.253971,0,0.0721319,-0.0721319,0.213379,0.253971,0.0721319,0,73.637,95.4976,110.181,119.285,124.098,125.652,124.77,85.407,50.2576,31.9539,23.4574,19.4307,17.2712,15.8749,14.8017,13.8813,73.637,95.4976,110.181,119.285,124.098,125.652,124.77,85.407,50.2576,31.9539,23.4574,19.4307,17.2712,15.8749,14.8017,13.8813,5000,3502.62,2931.6,2453.67,2053.65,1718.85,1438.63,1204.1,289.97,69.8304,16.8165,4.04975,0.975258,0.234861,0.0565591,0.0136205,0.00328009,0,1327.18,1721.18,1985.82,2149.92,2236.66,2264.66,2248.76,1539.32,905.808,575.915,422.779,350.205,311.284,286.117,266.775,250.187,0,91.96,187.026,300.934,426.151,556.907,688.843,818.728,1618.06,1962.01,2037.41,1994.4,1906.9,1806.14,1704.31,1605.85,1512.21,74.4292,99.1859,114.124,122.935,131.118,148.95,127.654,78.3027,46.8721,32.6639,19.9046,18.3686,15.2976,13.8801,13.1694,14.7551
