# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = LinTwoCptModel_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel.data.R
# init = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel.init.R
# random
#   seed = 96880
# output
#   file = /data/example-models/PKPD/torsten/LinTwoCptModel/LinTwoCptModel/LinTwoCptModel1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,CL,Q,V1,V2,ka,sigma,K.1.1,K.2.1,K.3.1,K.1.2,K.2.2,K.3.2,K.1.3,K.2.3,K.3.3,k10,k12,k21,cHat.1,cHat.2,cHat.3,cHat.4,cHat.5,cHat.6,cHat.7,cHat.8,cHat.9,cHat.10,cHat.11,cHat.12,cHat.13,cHat.14,cHat.15,cHat.16,cHat.17,cHatObs.1,cHatObs.2,cHatObs.3,cHatObs.4,cHatObs.5,cHatObs.6,cHatObs.7,cHatObs.8,cHatObs.9,cHatObs.10,cHatObs.11,cHatObs.12,cHatObs.13,cHatObs.14,cHatObs.15,cHatObs.16,x.1.1,x.2.1,x.3.1,x.4.1,x.5.1,x.6.1,x.7.1,x.8.1,x.9.1,x.10.1,x.11.1,x.12.1,x.13.1,x.14.1,x.15.1,x.16.1,x.17.1,x.1.2,x.2.2,x.3.2,x.4.2,x.5.2,x.6.2,x.7.2,x.8.2,x.9.2,x.10.2,x.11.2,x.12.2,x.13.2,x.14.2,x.15.2,x.16.2,x.17.2,x.1.3,x.2.3,x.3.3,x.4.3,x.5.3,x.6.3,x.7.3,x.8.3,x.9.3,x.10.3,x.11.3,x.12.3,x.13.3,x.14.3,x.15.3,x.16.3,x.17.3,cObsPred.1,cObsPred.2,cObsPred.3,cObsPred.4,cObsPred.5,cObsPred.6,cObsPred.7,cObsPred.8,cObsPred.9,cObsPred.10,cObsPred.11,cObsPred.12,cObsPred.13,cObsPred.14,cObsPred.15,cObsPred.16
14.6149,0.965545,0.206822,5,31,0,-12.64,4.01997,5.10817,19.5061,63.7354,0.789357,0.0886123,-0.789357,0.789357,0,0,-0.467962,0.261875,0,0.0801465,-0.0801465,0.206087,0.261875,0.0801465,0,74.0309,95.1467,108.826,116.839,120.585,121.169,119.453,78.4981,45.9857,30.0499,22.8581,19.4051,17.4483,16.0922,14.9955,14.0303,74.0309,95.1467,108.826,116.839,120.585,121.169,119.453,78.4981,45.9857,30.0499,22.8581,19.4051,17.4483,16.0922,14.9955,14.0303,5000,3369.48,2766.05,2270.68,1864.03,1530.21,1256.16,1031.2,212.675,43.8621,9.04614,1.86568,0.384777,0.0793566,0.0163665,0.00337543,0.00069615,0,1444.06,1855.94,2122.77,2279.07,2352.16,2363.53,2330.06,1531.19,897.004,586.156,445.874,378.518,340.349,313.897,292.505,273.677,0,103.7,209.527,335.026,471.571,612.702,753.662,891.024,1701.29,2017.17,2065.51,2004.02,1904.48,1795.41,1687.34,1583.89,1486.1,64.1548,106.236,123.568,117.891,112.883,125.469,126.162,81.1,41.5445,32.5956,21.1753,19.0399,17.4592,16.5202,15.4777,12.9415
13.8924,0.722704,0.206822,4,15,0,-11.2326,3.75467,4.10846,22.2426,59.782,0.894481,0.114195,-0.894481,0.894481,0,0,-0.353517,0.184712,0,0.068724,-0.068724,0.168806,0.184712,0.068724,0,73.8591,95.2236,109.336,117.925,122.346,123.66,122.694,85.914,53.1045,34.9526,25.6603,20.7988,18.0491,16.302,15.042,14.0309,73.8591,95.2236,109.336,117.925,122.346,123.66,122.694,85.914,53.1045,34.9526,25.6603,20.7988,18.0491,16.302,15.042,14.0309,5000,3196.95,2556.34,2044.1,1634.5,1306.98,1045.08,835.668,139.668,23.3433,3.90145,0.652063,0.108982,0.0182145,0.00304426,0.000508798,8.50373e-05,0,1642.82,2118.02,2431.92,2622.96,2721.29,2750.52,2729.04,1910.95,1181.18,777.435,570.75,462.619,401.457,362.599,334.573,312.084,0,83.2408,168.646,270.486,382.012,498.155,615.155,730.275,1447.64,1782.01,1882,1868.22,1804.32,1720.59,1630.91,1541.46,1454.9,76.6008,109.965,97.3569,125.621,124.818,104.04,151.836,97.0198,57.5024,37.9524,25.6821,22.2819,17.9661,16.3281,15.5417,12.5009
12.1702,0.970869,0.206822,3,15,0,-10.0768,4.37167,3.72326,25.4916,51.8212,0.947244,0.142384,-0.947244,0.947244,0,0,-0.317553,0.146059,0,0.0718483,-0.0718483,0.171495,0.146059,0.0718483,0,68.0277,87.6277,100.572,108.476,112.595,113.903,113.155,80.8356,51.1547,33.9696,24.6506,19.4919,16.4533,14.4968,13.1043,12.0184,68.0277,87.6277,100.572,108.476,112.595,113.903,113.155,80.8356,51.1547,33.9696,24.6506,19.4919,16.4533,14.4968,13.1043,12.0184,5000,3113.71,2457.16,1939.04,1530.18,1207.52,952.906,751.977,113.094,17.0088,2.55804,0.384717,0.0578596,0.00870182,0.00130871,0.000196824,2.96014e-05,0,1734.13,2233.77,2563.75,2765.22,2870.21,2903.57,2884.51,2060.62,1304.01,865.939,628.383,496.878,419.421,369.546,334.05,306.367,0,69.509,140.679,225.444,318.201,414.762,512.037,607.786,1207.94,1493.62,1581.53,1569.11,1510.08,1431.52,1346.65,1261.78,1179.8,64.1559,78.844,145.517,92.4127,133.48,97.1055,123.814,97.2255,60.8322,25.8902,20.8896,21.4403,13.8661,19.8108,15.5534,14.2313
11.5593,0.837476,0.206822,4,15,0,-8.3253,4.61656,4.07091,23.889,34.177,1.14377,0.101302,-1.14377,1.14377,0,0,-0.363659,0.170409,0,0.119112,-0.119112,0.19325,0.170409,0.119112,0,82.7142,103.716,116.041,122.188,124.001,122.832,119.671,77.349,48.4907,33.8269,26.1763,21.7205,18.75,16.52,14.7028,13.1491,82.7142,103.716,116.041,122.188,124.001,122.832,119.671,77.349,48.4907,33.8269,26.1763,21.7205,18.75,16.52,14.7028,13.1491,5000,2822.3,2120.41,1593.07,1196.88,899.225,675.592,507.576,51.5267,5.23074,0.530999,0.0539045,0.00547212,0.000555504,5.6392e-05,5.72465e-06,5.81139e-07,0,1975.96,2477.66,2772.09,2918.95,2962.25,2934.34,2858.82,1847.79,1158.4,808.092,625.326,518.881,447.92,394.648,351.235,314.12,0,93.4808,185.11,290.495,401.857,513.8,622.678,726.116,1281.37,1450.32,1432.97,1342.72,1229.7,1114.6,1005.46,904.972,813.675,90.4037,95.0845,122.676,118.221,114.336,111.541,113.121,77.15,56.736,33.4694,25.4473,24.223,18.3222,13.5733,16.2037,10.0219
15.2273,1,0.206822,4,15,0,-11.5345,4.03911,4.85561,22.6588,59.1276,0.932779,0.0870816,-0.932779,0.932779,0,0,-0.39255,0.214293,0,0.0821209,-0.0821209,0.178258,0.214293,0.0821209,0,74.1754,94.7403,107.785,115.208,118.479,118.729,116.828,77.5893,47.0914,31.5983,24.1165,20.2677,18.0084,16.4554,15.235,14.1894,74.1754,94.7403,107.785,115.208,118.479,118.729,116.828,77.5893,47.0914,31.5983,24.1165,20.2677,18.0084,16.4554,15.235,14.1894,5000,3136.31,2483.96,1967.29,1558.09,1234.01,977.335,774.048,119.83,18.5509,2.87185,0.444591,0.0688269,0.0106551,0.00164951,0.00025536,3.95322e-05,0,1680.72,2146.7,2442.28,2610.48,2684.59,2690.26,2647.18,1758.08,1067.03,715.979,546.451,459.241,408.049,372.859,345.207,321.515,0,99.2251,199.593,317.883,445.887,577.578,708.602,835.892,1584.88,1885.84,1942.3,1892.76,1802.63,1699.96,1596.27,1496.08,1401.01,74.9694,91.6132,101.383,111.805,114.006,120.547,113.749,72.3879,47.0974,32.8881,25.0035,19.507,17.9074,17.1457,15.8667,15.115
14.8269,0.952648,0.206822,3,15,0,-13.2182,3.66425,4.72384,24.587,72.281,0.97805,0.103811,-0.97805,0.97805,0,0,-0.341159,0.192127,0,0.0653539,-0.0653539,0.149032,0.192127,0.0653539,0,71.8541,91.9528,104.861,112.392,115.944,116.592,115.155,79.1753,49.2361,32.9694,24.6411,20.2588,17.7719,16.1959,15.0663,14.1649,71.8541,91.9528,104.861,112.392,115.944,116.592,115.155,79.1753,49.2361,32.9694,24.6411,20.2588,17.7719,16.1959,15.0663,14.1649,5000,3066.12,2401.04,1880.22,1472.37,1152.99,902.894,707.044,99.9821,14.1383,1.99928,0.282716,0.0399785,0.00565331,0.000799428,0.000113046,1.59857e-05,0,1766.68,2260.85,2578.21,2763.38,2850.73,2866.64,2831.32,1946.69,1210.57,810.62,605.851,498.103,436.959,398.209,370.436,348.272,0,93.6896,188.948,301.782,424.594,551.782,679.273,804.163,1574.16,1935.3,2052.72,2051.46,1996.55,1919.15,1833.81,1747.22,1662.37,73.2614,88.9783,106.305,140.317,104.049,129.642,105.673,77.2811,51.9155,35.4426,25.9089,21.7507,18.3672,14.9714,19.0545,12.4409
14.8269,0.387906,0.206822,2,3,0,-4.47281,3.66425,4.72384,24.587,72.281,0.97805,0.103811,-0.97805,0.97805,0,0,-0.341159,0.192127,0,0.0653539,-0.0653539,0.149032,0.192127,0.0653539,0,71.8541,91.9528,104.861,112.392,115.944,116.592,115.155,79.1753,49.2361,32.9694,24.6411,20.2588,17.7719,16.1959,15.0663,14.1649,71.8541,91.9528,104.861,112.392,115.944,116.592,115.155,79.1753,49.2361,32.9694,24.6411,20.2588,17.7719,16.1959,15.0663,14.1649,5000,3066.12,2401.04,1880.22,1472.37,1152.99,902.894,707.044,99.9821,14.1383,1.99928,0.282716,0.0399785,0.00565331,0.000799428,0.000113046,1.59857e-05,0,1766.68,2260.85,2578.21,2763.38,2850.73,2866.64,2831.32,1946.69,1210.57,810.62,605.851,498.103,436.959,398.209,370.436,348.272,0,93.6896,188.948,301.782,424.594,551.782,679.273,804.163,1574.16,1935.3,2052.72,2051.46,1996.55,1919.15,1833.81,1747.22,1662.37,82.4463,83.7706,114.599,119.426,113.052,95.3851,120.085,91.3508,39.4797,33.0283,24.4406,23.1078,17.1264,16.0695,14.465,11.527
15.0239,0.926154,0.206822,4,15,0,-13.9132,3.77218,4.36644,24.7654,66.1451,1.01821,0.0890873,-1.01821,1.01821,0,0,-0.328629,0.176312,0,0.0660131,-0.0660131,0.152317,0.176312,0.0660131,0,73.8051,94.2041,107.184,114.659,118.089,118.588,117.003,80.3876,50.2402,33.6823,25.0362,20.3902,17.7117,16.0037,14.7843,13.8206,73.8051,94.2041,107.184,114.659,118.089,118.588,117.003,80.3876,50.2402,33.6823,25.0362,20.3902,17.7117,16.0037,14.7843,13.8206,5000,3005.17,2329.8,1806.21,1400.29,1085.59,841.618,652.476,85.1449,11.111,1.44993,0.189209,0.0246909,0.00322204,0.000420461,5.48681e-05,7.16002e-06,0,1827.81,2333,2654.46,2839.56,2924.52,2936.89,2897.62,1990.83,1244.22,834.155,620.031,504.972,438.636,396.338,366.139,342.273,0,89.1258,179.416,286.09,401.932,521.66,641.464,758.65,1478.88,1816.77,1926.61,1923.97,1869.55,1793.03,1708.57,1622.84,1538.92,75.9816,90.1371,92.1597,116.619,121.634,113.15,114.556,82.4397,48.293,30.886,23.762,22.3979,19.5777,19.4447,13.6366,12.7499
13.4963,0.799346,0.206822,3,7,0,-12.9085,3.7464,4.43251,24.0846,68.2651,1.08345,0.0866209,-1.08345,1.08345,0,0,-0.339592,0.184039,0,0.0649308,-0.0649308,0.155552,0.184039,0.0649308,0,79.296,100.357,113.267,120.241,122.943,122.621,120.203,79.4609,48.709,32.4779,24.2171,19.8545,17.362,15.7726,14.6294,13.7164,79.296,100.357,113.267,120.241,122.943,122.621,120.203,79.4609,48.709,32.4779,24.2171,19.8545,17.362,15.7726,14.6294,13.7164,5000,2908.71,2218.54,1692.12,1290.62,984.381,750.808,572.657,65.5871,7.51178,0.860333,0.0985351,0.0112854,0.00129253,0.000148035,1.69546e-05,1.94183e-06,0,1909.81,2417.06,2727.99,2895.95,2961.04,2953.27,2895.04,1913.78,1173.13,782.216,583.26,478.188,418.156,379.876,352.342,330.354,0,97.8335,195.893,310.798,434.598,561.584,687.731,810.264,1544.49,1874.12,1974.34,1965.06,1906.74,1828.14,1742.67,1656.5,1572.4,70.1048,113.488,113.242,113.837,129.843,130.795,141.864,78.2933,45.6171,31.0991,21.8399,22.2119,18.6148,16.2765,15.9144,14.3404
11.9606,0.83955,0.206822,3,7,0,-9.08141,3.83779,3.74432,25.1904,66.1469,1.00776,0.0839752,-1.00776,1.00776,0,0,-0.300992,0.148641,0,0.0566062,-0.0566062,0.152351,0.148641,0.0566062,0,72.5094,93.0013,106.333,114.303,118.294,119.366,118.328,83.9585,53.1813,35.2352,25.3807,19.9091,16.74,14.7781,13.4554,12.4778,72.5094,93.0013,106.333,114.303,118.294,119.366,118.328,83.9585,53.1813,35.2352,25.3807,19.9091,16.74,14.7781,13.4554,12.4778,5000,3020.91,2348.13,1825.18,1418.7,1102.75,857.155,666.26,88.7804,11.8302,1.57639,0.210057,0.0279906,0.0037298,0.000497003,6.62266e-05,8.82482e-06,0,1826.54,2342.74,2678.56,2879.34,2979.88,3006.88,2980.73,2114.94,1339.66,887.588,639.349,501.517,421.686,372.266,338.946,314.321,0,74.9554,151.481,242.485,341.982,445.542,549.926,652.801,1307.72,1642.77,1772.52,1793.26,1759.45,1699.69,1628.7,1553.96,1479.22,76.3118,90.7311,116.856,105.15,124.409,150.784,130.254,90.5174,56.5442,36.3154,23.0497,18.6301,16.9325,13.9354,13.1285,11.5872
13.7787,0.99971,0.206822,3,7,0,-10.1989,3.79527,3.95236,23.1437,56.8512,0.959726,0.0999305,-0.959726,0.959726,0,0,-0.334762,0.170775,0,0.0695212,-0.0695212,0.163987,0.170775,0.0695212,0,75.3552,96.7081,110.586,118.842,122.909,123.893,122.648,85.4791,53.351,35.4826,26.1391,21.1215,18.2221,16.3619,15.0232,13.9588,75.3552,96.7081,110.586,118.842,122.909,123.893,122.648,85.4791,53.351,35.4826,26.1391,21.1215,18.2221,16.3619,15.0232,13.9588,5000,3094.34,2434.26,1914.99,1506.49,1185.13,932.317,733.437,107.586,15.7815,2.31494,0.339573,0.049811,0.00730664,0.00107179,0.000157218,2.30619e-05,0,1744,2238.18,2559.38,2750.44,2844.56,2867.34,2838.52,1978.3,1234.74,821.198,604.955,488.829,421.727,378.674,347.693,323.058,0,81.979,165.568,264.79,373.003,485.279,598.01,708.607,1392.86,1711.59,1808.67,1796.8,1735.71,1654.44,1566.7,1478.79,1393.56,74.8261,94.9541,99.7437,103.642,123.682,113.546,126.397,83.6758,48.4396,39.4933,24.6174,22.1221,13.8454,16.976,11.9502,16.7799
14.8441,0.98105,0.206822,3,7,0,-11.0007,3.84968,4.15554,23.5333,57.9082,0.963303,0.0902598,-0.963303,0.963303,0,0,-0.340166,0.176581,0,0.0717608,-0.0717608,0.163584,0.176581,0.0717608,0,74.218,95.1439,108.68,116.668,120.535,121.377,120.038,83.1524,51.8342,34.6236,25.7045,20.9337,18.1679,16.3747,15.066,14.0117,74.218,95.1439,108.68,116.668,120.535,121.377,120.038,83.1524,51.8342,34.6236,25.7045,20.9337,18.1679,16.3747,15.066,14.0117,5000,3088.81,2427.74,1908.15,1499.77,1178.78,926.499,728.209,106.058,15.4464,2.24964,0.327642,0.0477184,0.00694979,0.00101218,0.000147416,2.14699e-05,0,1746.59,2239.05,2557.59,2745.59,2836.58,2856.39,2824.89,1956.85,1219.83,814.808,604.912,492.639,427.551,385.35,354.553,329.743,0,84.9251,171.363,273.815,385.38,500.95,616.802,730.273,1426.98,1745.37,1837.92,1821.19,1756,1671.47,1581.12,1491.1,1404.09,79.839,88.034,109.698,111.11,111.611,117.352,114.1,80.8659,48.5597,36.056,24.3404,21.0522,18.3411,17.9226,15.1249,16.083
